row,rid,lang,theme,month,ang,iro,hop,rsg,ent,anx,cnt,frm,hum,prf,evid,aff,dis,exh,rsl,care,fair,loya,auth,libe,trad,sexp,indv,scfr,cnsp,dogm,itru,wtru,hawk,ogh,lgbt,gtrd,sxm
7739,r_a3522b5fe59a,uk,personal,2024-12,0,0,1,0.0,1.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7740,r_ec63d53b1232,und,personal,2024-12,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7741,r_85096939bb66,uk,science-medicine,2026-03,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7742,r_85096939bb66,uk,science-medicine,2026-03,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7743,r_4ac5f87d743f,ru,society-culture,2024-01,0,0,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7744,r_f18d17e3fd15,uk,society-culture,2024-01,3,2,0,1.0,0.0,1,3.0,2,1,0.0,0,0,0,0,0,0,0,1,1,0,2,-1,1,-1,0,2,0,0,1,2,0,1,0
7745,r_c5ef90ae519b,uk,society-culture,2024-01,1,1,0,0.0,0.0,0,2.0,1,1,0.0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1
7746,r_68835601572c,uk,society-culture,2024-01,0,2,0,0.0,0.0,0,1.0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,-1,0,0,0,0,0
7747,r_68835601572c,uk,society-culture,2024-01,0,0,0,1.0,0.0,0,1.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7748,r_68835601572c,uk,society-culture,2024-01,1,1,0,0.0,0.0,0,1.0,1,1,1.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7749,r_116dab234967,uk,society-culture,2024-01,0,2,0,0.0,0.0,0,0.0,1,2,0.0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7750,r_c5ef90ae519b,uk,society-culture,2024-01,0,0,0,1.0,0.0,2,0.0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7751,r_116dab234967,ru,society-culture,2024-01,1,0,0,0.0,0.0,2,0.0,0,1,0.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7752,r_c5ef90ae519b,bg,society-culture,2024-01,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7753,r_355da65c8d6f,uk,society-culture,2024-01,0,0,0,1.0,0.0,0,0.0,1,0,1.0,2,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7754,r_c5ef90ae519b,uk,society-culture,2024-01,0,1,0,0.0,0.0,0,0.0,2,1,0.0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7755,r_355da65c8d6f,uk,society-culture,2024-01,0,2,0,0.0,0.0,0,1.0,2,1,0.0,2,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7756,r_c5ef90ae519b,uk,society-culture,2024-01,1,0,0,0.0,0.0,0,1.0,2,0,0.0,1,-2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7757,r_439c2cf6a7ab,uk,society-culture,2024-01,1,1,0,0.0,0.0,0,1.0,2,1,1.0,2,-2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7758,r_046e99cfc05c,uk,society-culture,2024-01,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
7759,r_c0b26483fc1d,uk,society-culture,2024-01,0,2,0,0.0,0.0,0,0.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7760,r_2e82f7dc147c,uk,society-culture,2024-01,0,0,0,2.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,1,0,0,1,-1,0,-1,0,2,0,0,0,0,0,0,0
7761,r_046e99cfc05c,uk,society-culture,2024-01,0,0,0,1.0,0.0,0,0.0,1,0,0.0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
7762,r_e2d79a6513d2,uk,society-culture,2024-01,2,0,0,0.0,0.0,0,3.0,2,0,0.0,2,-1,0,0,0,0,1,0,0,1,0,-1,1,1,0,2,0,-1,0,1,0,0,0
7763,r_52f15b43ca02,uk,society-culture,2024-01,2,1,0,0.0,0.0,0,2.0,1,1,0.0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,2,0,-1,0,1,0,0,0
7764,r_f18d17e3fd15,uk,society-culture,2024-01,3,1,0,0.0,0.0,0,3.0,2,0,0.0,0,-1,0,0,0,0,0,1,0,-1,1,-1,0,-1,1,3,0,-2,2,1,0,0,0
7765,r_c5ef90ae519b,uk,society-culture,2024-01,2,2,0,0.0,0.0,0,1.0,1,2,0.0,1,-2,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
7766,r_c0b26483fc1d,uk,society-culture,2024-01,0,2,0,0.0,0.0,0,0.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7767,r_2e82f7dc147c,uk,society-culture,2024-01,0,0,0,2.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,1,0,0,1,-1,0,-1,0,2,0,0,0,0,0,0,0
7768,r_046e99cfc05c,uk,society-culture,2024-01,0,0,0,1.0,0.0,0,0.0,1,0,0.0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
7769,r_e2d79a6513d2,uk,society-culture,2024-01,2,0,0,0.0,0.0,0,3.0,2,0,0.0,2,-1,0,0,0,0,1,0,0,1,0,-1,1,1,0,2,0,-1,0,1,0,0,0
7770,r_52f15b43ca02,uk,society-culture,2024-01,3,0,0,0.0,0.0,0,3.0,2,1,0.0,0,-2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7771,r_7bf80704d2aa,uk,geopolitics,2025-12,2,1,0,0.0,0.0,0,2.0,2,1,0.0,0,-2,0,0,0,0,3,0,2,0,0,0,1,0,0,2,-1,0,0,0,0,0,0
7772,r_7bf80704d2aa,uk,geopolitics,2025-12,1,2,0,0.0,0.0,0,1.0,2,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7773,r_7bf80704d2aa,it,geopolitics,2025-12,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7774,r_7bf80704d2aa,it,geopolitics,2025-12,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7775,r_7bf80704d2aa,it,geopolitics,2025-12,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,r_7bf80704d2aa,it,geopolitics,2025-12,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7777,r_7bf80704d2aa,uk,geopolitics,2025-12,2,2,0,0.0,0.0,0,1.0,2,1,0.0,0,-1,0,0,0,1,2,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0
7778,r_d7f126a41613,uk,geopolitics,2025-12,0,0,0,0.0,0.0,0,0.0,4,0,0.0,2,0,0,0,0,0,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7779,r_7bf80704d2aa,uk,geopolitics,2025-12,3,0,0,0.0,0.0,0,3.0,2,0,0.0,0,-2,0,0,0,0,2,0,2,0,0,0,1,0,0,3,-2,0,0,1,0,0,0
7780,r_8504bdd052cf,en,geopolitics,2025-12,0,0,3,0.0,1.0,0,0.0,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7781,r_293c63b224cf,uk,geopolitics,2025-12,3,0,0,2.0,0.0,0,3.0,2,0,0.0,1,1,2,1,0,2,3,1,2,1,0,1,1,0,0,2,-1,0,0,0,0,0,0
7782,r_b61110327473,uk,geopolitics,2025-12,2,2,0,2.0,0.0,0,2.0,0,1,0.0,0,0,0,0,0,0,0,-1,1,0,0,-1,-1,-1,0,2,-2,0,0,0,0,0,0
7783,r_399bdde64c26,uk,geopolitics,2025-12,0,0,0,1.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7784,r_9d1c23bd61c4,uk,geopolitics,2025-12,3,4,0,0.0,0.0,0,3.0,1,3,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,-1,0,2,0,0,0
7785,r_43aae1c7f1e8,uk,geopolitics,2025-12,4,2,0,0.0,0.0,0,4.0,0,1,1.0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,-2,0,1,0,0,0
7786,r_a546d2ae38b6,uk,geopolitics,2025-12,2,3,1,0.0,1.0,1,2.0,0,2,0.0,0,0,0,0,1,0,0,1,0,1,2,-2,1,-1,1,3,0,-2,0,2,-2,2,1
7787,r_b52189ff33eb,uk,geopolitics,2025-12,0,0,0,0.0,0.0,0,1.0,3,0,0.0,1,0,0,0,0,0,2,0,-2,2,0,0,1,1,1,2,0,0,0,2,0,0,0
7788,r_7bf80704d2aa,uk,geopolitics,2025-12,1,0,0,0.0,0.0,0,0.0,1,2,0.0,1,-2,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7789,r_8504bdd052cf,en,geopolitics,2025-12,0,0,3,0.0,1.0,0,0.0,2,0,0.0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7790,r_293c63b224cf,uk,geopolitics,2025-12,3,0,0,2.0,0.0,0,3.0,2,0,0.0,1,1,2,1,0,2,3,1,2,1,0,1,1,0,0,2,-1,0,0,0,0,0,0
7791,r_b61110327473,uk,geopolitics,2025-12,2,2,0,2.0,0.0,0,2.0,0,1,0.0,0,0,0,0,0,0,0,-1,1,0,0,-1,-1,-1,0,2,-2,0,0,0,0,0,0
7792,r_399bdde64c26,uk,geopolitics,2025-12,0,0,0,1.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7793,r_9d1c23bd61c4,uk,geopolitics,2025-12,3,3,0,0.0,0.0,0,3.0,1,2,1.0,0,0,0,0,0,0,2,0,1,2,-1,1,1,1,0,2,-1,2,0,0,0,0,0
7794,r_43aae1c7f1e8,uk,geopolitics,2025-12,4,2,0,0.0,0.0,0,4.0,0,1,2.0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,-2,-2,0,2,0,0,0
7795,r_a546d2ae38b6,uk,geopolitics,2025-12,2,3,1,0.0,0.0,0,3.0,0,2,1.0,0,0,0,0,0,0,0,1,0,-2,2,-2,-1,2,1,3,0,-2,0,3,-2,2,1
7796,r_b52189ff33eb,uk,geopolitics,2025-12,2,1,0,2.0,0.0,0,2.0,3,0,0.0,1,0,0,0,0,0,1,0,-2,2,0,1,1,1,0,2,-2,0,0,2,0,0,0
7797,r_ca112f63a7ca,uk,defense-tech,2024-03,2,2,1,0.0,0.0,3,1.0,2,0,0.0,1,0,0,2,1,2,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
7798,r_046e99cfc05c,uk,defense-tech,2024-03,3,0,0,4.0,0.0,1,2.0,1,0,1.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0
7799,r_f77f50b9bad4,uk,defense-tech,2024-03,1,0,0,1.0,0.0,4,0.0,3,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
7800,r_03a464fc8b2a,uk,defense-tech,2024-03,1,2,1,1.0,0.0,2,0.0,2,1,0.0,0,0,0,1,1,1,0,0,-1,1,0,0,1,0,1,0,-1,0,0,0,0,0,0
7801,r_e179739cec18,uk,defense-tech,2024-03,2,1,0,1.0,0.0,0,2.0,1,0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,1,0,0,0
7802,r_30066c07ad2a,uk,defense-tech,2024-03,3,1,0,0.0,0.0,0,2.0,1,0,1.0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,-1,-1,1,0,0,0,0
7803,r_4ae170d25f31,uk,defense-tech,2024-03,0,2,2,0.0,1.0,0,0.0,1,3,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7804,r_cefc07ccb086,uk,defense-tech,2024-03,0,0,0,0.0,0.0,2,0.0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0
7805,r_b282b7a9cc2e,uk,defense-tech,2024-03,0,3,0,0.0,0.0,0,0.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7806,r_e179739cec18,uk,defense-tech,2024-03,0,0,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7807,r_cefc07ccb086,uk,defense-tech,2024-03,0,2,3,0.0,2.0,0,0.0,2,1,0.0,1,0,0,0,2,0,0,0,0,1,0,1,1,1,0,2,0,0,2,0,0,0,0
7808,r_e179739cec18,uk,defense-tech,2024-03,1,0,0,3.0,0.0,0,1.0,2,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,3,-2,0,0,0,0,0,0
7809,r_5fdcc9d39fdb,ru,defense-tech,2024-03,2,0,0,0.0,0.0,0,3.0,1,0,0.0,0,-2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,-2,0,0,2,0,0,0
7810,r_03a464fc8b2a,en,defense-tech,2024-03,0,3,0,0.0,0.0,0,0.0,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7811,r_fe45115cdabc,uk,defense-tech,2024-03,0,0,0,1.0,0.0,1,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7812,r_666035553431,uk,defense-tech,2024-03,3,0,0,2.0,0.0,2,2.0,2,0,0.0,1,0,1,0,0,2,2,1,0,2,0,0,1,1,2,2,0,-2,1,0,0,0,0
7813,r_b0bc2d473a6d,uk,defense-tech,2024-03,2,1,0,0.0,0.0,0,3.0,1,0,0.0,0,-2,0,1,0,0,1,0,0,1,0,0,1,0,0,3,-1,0,0,1,0,0,0
7814,r_c65d37f84ca3,uk,defense-tech,2024-03,1,0,0,1.0,0.0,1,1.0,2,0,0.0,0,0,0,0,0,0,2,1,0,2,0,0,1,1,0,1,-1,-1,0,0,0,0,0
7815,r_5b85e9dbb20e,uk,defense-tech,2024-03,1,1,0,2.0,0.0,0,1.0,2,0,0.0,1,0,0,1,1,2,1,1,0,1,0,0,0,1,0,1,0,-1,1,0,0,0,0
7816,r_5fdcc9d39fdb,ru,defense-tech,2024-03,0,0,0,1.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7817,r_7bf80704d2aa,it,defense-tech,2024-03,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7818,r_ca112f63a7ca,uk,defense-tech,2024-03,2,0,1,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,1,3,1,1,0,2,-1,1,1,1,0,1,0,0,-1,1,0,0,0
7819,r_f77f50b9bad4,uk,defense-tech,2024-03,0,0,0,0.0,0.0,3,0.0,2,0,0.0,1,0,0,0,0,2,0,0,1,0,0,-1,0,-2,1,2,0,0,-1,0,0,0,0
7820,r_e179739cec18,uk,defense-tech,2024-03,1,1,0,1.0,0.0,0,1.0,1,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,-1,-1,-1,0,0,0,0
7821,r_4ae170d25f31,uk,defense-tech,2024-03,0,3,2,0.0,1.0,0,0.0,1,3,0.0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7822,r_cefc07ccb086,uk,defense-tech,2024-03,0,0,0,0.0,0.0,0,0.0,1,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0
7823,r_fe45115cdabc,uk,defense-tech,2024-03,0,0,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0
7824,r_666035553431,uk,defense-tech,2024-03,3,1,0,1.0,0.0,1,2.0,1,0,0.0,1,0,1,0,0,2,2,2,0,2,0,0,2,2,2,2,0,-2,1,0,0,0,0
7825,r_b0bc2d473a6d,uk,defense-tech,2024-03,2,0,0,0.0,0.0,0,3.0,1,1,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,-2,0,0,2,0,0,0
7826,r_c65d37f84ca3,uk,defense-tech,2024-03,0,1,0,0.0,0.0,0,1.0,2,0,0.0,0,0,0,0,0,0,1,1,0,2,0,0,2,2,0,1,-1,-1,0,0,0,0,0
7827,r_5b85e9dbb20e,uk,defense-tech,2024-03,1,0,0,2.0,0.0,0,1.0,1,0,0.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0
7828,r_e120c2fd59df,ru,society-culture,2024-10,0,4,0,0.0,0.0,0,0.0,1,4,0.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7829,r_7d4394bc7383,mk,society-culture,2024-10,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7830,r_6fa3b718d4f7,uk,society-culture,2024-10,0,0,0,0.0,1.0,0,0.0,2,0,0.0,0,2,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0
7831,r_046e99cfc05c,uk,society-culture,2024-10,0,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7832,r_c9bbec746c63,uk,society-culture,2024-10,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7833,r_fe45115cdabc,uk,society-culture,2024-10,0,0,2,0.0,1.0,0,0.0,2,0,0.0,1,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
7834,r_fe45115cdabc,uk,society-culture,2024-10,1,3,0,0.0,0.0,0,1.0,1,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
7835,r_6fa3b718d4f7,uk,society-culture,2024-10,0,0,0,0.0,1.0,0,0.0,2,0,0.0,0,2,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0
7836,r_046e99cfc05c,uk,society-culture,2024-10,0,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
7837,r_c9bbec746c63,uk,society-culture,2024-10,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7838,r_fe45115cdabc,uk,society-culture,2024-10,0,0,2,0.0,1.0,0,0.0,2,0,0.0,1,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
7839,r_fe45115cdabc,uk,society-culture,2024-10,1,3,0,0.0,0.0,0,1.0,1,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
7840,r_b61110327473,uk,personal,2026-01,0,0,1,0.0,0.0,1,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7841,r_b61110327473,bg,personal,2026-01,0,2,0,1.0,0.0,0,0.0,1,2,0.0,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0
7842,r_12594015ca29,uk,personal,2026-01,0,0,2,0.0,2.0,1,0.0,1,0,0.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7843,r_785b8a6d90e5,ru,personal,2026-01,3,0,0,1.0,0.0,0,3.0,1,0,0.0,0,0,0,0,0,0,1,0,0,2,1,-1,1,2,1,3,0,-3,0,1,0,0,0
7844,r_15ef0aa2e875,uk,personal,2026-01,1,3,0,0.0,0.0,0,2.0,1,3,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7845,r_1a9d8c40685a,uk,personal,2026-01,2,1,0,2.0,0.0,0,3.0,2,1,0.0,1,0,0,0,0,0,0,1,2,1,1,-2,0,2,2,3,0,-2,1,2,0,0,0
7846,r_c48ffca304c7,uk,personal,2026-01,0,0,2,0.0,1.0,0,0.0,1,0,0.0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
7847,r_826bd468e634,lt,personal,2026-01,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7848,r_4ac5f87d743f,ru,society-culture,2024-01,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7849,r_e382de949c87,uk,society-culture,2024-01,0,0,1,0.0,0.0,1,0.0,3,0,0.0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
7850,r_d64ae7229f5b,uk,society-culture,2024-01,0,2,0,0.0,0.0,0,0.0,1,2,0.0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0
7851,r_a723b3c1bdad,uk,society-culture,2024-01,0,0,2,0.0,1.0,0,0.0,3,0,0.0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,3,1,2,1,0,0,0,0
7852,r_3ca75b103d83,uk,society-culture,2024-01,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7853,r_fccc47c05ca4,und,society-culture,2024-01,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7854,r_e382de949c87,uk,society-culture,2024-01,0,0,1,0.0,0.0,0,0.0,3,0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7855,r_d64ae7229f5b,uk,society-culture,2024-01,0,2,0,0.0,0.0,0,0.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7856,r_a723b3c1bdad,uk,society-culture,2024-01,0,0,2,0.0,1.0,0,0.0,3,0,0.0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,3,1,2,1,0,0,0,0
7857,r_3ca75b103d83,uk,society-culture,2024-01,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7858,r_fccc47c05ca4,und,society-culture,2024-01,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7859,r_37ca401a5642,uk,society-culture,2025-01,1,2,0,1.0,0.0,0,2.0,1,1,0.0,0,0,0,0,0,0,0,0,-1,2,-1,-1,2,2,1,1,-1,0,0,0,0,0,0
7860,r_37ca401a5642,uk,society-culture,2025-01,0,1,0,0.0,0.0,0,1.0,1,1,1.0,0,0,0,0,0,0,0,0,-2,2,-1,-1,2,2,0,1,-1,0,0,0,0,0,0
7861,r_37ca401a5642,uk,society-culture,2025-01,2,3,0,1.0,0.0,0,3.0,1,2,0.0,0,0,0,0,0,0,0,0,2,3,0,-1,2,2,1,2,-2,0,0,0,0,0,0
7862,r_37ca401a5642,uk,society-culture,2025-01,2,1,0,0.0,0.0,1,2.0,1,0,0.0,0,0,0,0,0,0,1,0,0,3,0,0,2,2,2,2,-2,0,0,0,0,0,0
7863,r_37ca401a5642,uk,society-culture,2025-01,1,2,0,1.0,0.0,0,2.0,1,1,0.0,0,0,0,0,0,0,1,0,0,3,1,-1,2,2,1,1,-1,0,0,0,0,0,0
7864,r_37ca401a5642,uk,society-culture,2025-01,1,2,0,0.0,0.0,0,1.0,0,2,1.0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1,0,0,0,0,0,0,0
7865,r_37ca401a5642,uk,society-culture,2025-01,2,3,0,1.0,0.0,0,3.0,1,2,0.0,0,0,0,0,0,0,0,0,2,3,0,-1,2,2,1,2,-2,0,0,0,0,0,0
7866,r_37ca401a5642,uk,society-culture,2025-01,2,1,0,0.0,0.0,1,2.0,1,0,0.0,0,0,0,0,0,0,1,0,0,3,0,0,2,2,2,2,-2,0,0,0,0,0,0
7867,r_8da19a03b088,uk,geopolitics,2024-02,0,0,1,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7868,r_ec63d53b1232,uk,geopolitics,2024-02,0,0,0,0.0,1.0,0,0.0,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7869,r_61959cb68caf,uk,geopolitics,2024-02,1,0,0,0.0,0.0,0,1.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7870,r_a3f788b668a4,uk,geopolitics,2024-02,2,3,0,0.0,0.0,0,2.0,2,1,0.0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7871,r_a3f788b668a4,mk,geopolitics,2024-02,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7872,r_6d3b6ba93207,uk,geopolitics,2024-02,1,1,0,0.0,0.0,0,1.0,2,0,0.0,1,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7873,r_32e21d9f25fd,uk,geopolitics,2024-02,0,0,0,1.0,0.0,1,0.0,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
